,Unnamed: 0,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,NORMALIZED_PLAYER_NAME,season,name,pid,team,g,min,dunks,poss,stl,blk,orb,drb
81,140,2008,12239,Ramel,Bradley,Ramel Bradley,PG-SG,73.25,6' 1.25'',74.25,6' 2.25'',184.0,77.0,6' 5'',98.0,8' 2'',5.7,,,24.5,29.5,10.68,,3.24,9.0,ramel-bradley,2008,ramel-bradley,22098,Kentucky,25,889,0.0,1491,2.88,0.63,2.28,12.5
82,141,2010,202340,Avery,Bradley,Avery Bradley,SG-PG,74.0,6' 2'',75.25,6' 3.25'',180.4,79.25,6' 7.25'',98.5,8' 2.5'',4.0,8.25,9.5,31.5,37.5,11.47,,3.14,2.0,avery-bradley,2010,avery-bradley,46196,Texas,33,961,0.72,1802,2.27,1.54,4.05,7.41
83,142,2017,1628396,Tony,Bradley,Tony Bradley,C,81.25,6' 9.25'',82.75,6' 10.75'',248.8,89.0,7' 5'',112.5,9' 4.5'',12.0,9.5,9.5,24.5,27.5,11.79,2.99,3.44,5.0,tony-bradley,2017,tony-bradley,4065673,North Carolina,27,394,1.96,716,1.12,6.04,22.59,20.0
84,143,2007,12206,Craig,Bradshaw,Craig Bradshaw,PF,80.0,6' 8'',81.75,6' 9.75'',240.0,85.5,7' 1.5'',106.5,8' 10.5'',12.1,,,26.0,28.0,11.88,,3.54,12.0,craig-bradshaw,2007,craig-bradshaw,15826,Winthrop,5,165,1.05,284,1.41,3.5,12.12,14.55
85,144,2019,1629649,Ignas,Brazdeikis,Ignas Brazdeikis,SF,77.75,6' 5.75'',79.25,6' 7.25'',220.8,81.25,6' 9.25'',102.0,8' 6'',6.0,8.75,9.5,31.0,36.5,11.06,3.17,3.36,13.0,ignas-brazdeikis,2019,ignas-brazdeikis,4397205,Michigan,33,976,0.56,1600,1.5,1.67,4.79,16.8
86,145,2008,12240,Tyrone,Brazelton,Tyrone Brazelton,PG,70.0,5' 10'',71.0,5' 11'',166.0,73.75,6' 1.75'',94.0,7' 10'',8.1,,,30.0,34.0,11.59,,3.25,8.0,tyrone-brazelton,2008,tyrone-brazelton,32792,Western Kentucky,18,500,0.0,867,1.38,0.22,2.69,9.77
87,148,2006,200758,Ronnie,Brewer,Ronnie Brewer,SG-PG,77.75,6' 5.75'',78.75,6' 6.75'',223.0,83.25,6' 11.25'',103.5,8' 7.5'',5.0,,,35.0,41.0,11.32,,3.14,19.0,ronnie-brewer,2006,ronnie-brewer,15533,Arkansas,18,638,2.58,1087,4.78,1.37,3.49,12.96
88,149,2007,201147,Corey,Brewer,Corey Brewer,SF-SG,78.0,6' 6'',79.75,6' 7.75'',185.0,80.25,6' 8.25'',103.0,8' 7'',4.2,,,30.5,36.5,11.69,,3.22,11.0,corey-brewer,2007,corey-brewer,22151,Florida,28,761,1.24,1291,3.87,1.09,5.91,13.85
89,151,2018,1628970,Miles,Bridges,Miles Bridges,SF,77.25,6' 5.25'',78.75,6' 6.75'',220.4,81.5,6' 9.5'',103.5,8' 7.5'',5.9,9.0,9.75,,,,,,,miles-bridges,2018,miles-bridges,4066383,Michigan State,31,967,1.38,1666,1.26,2.71,4.91,19.98
90,152,2017,1628515,Isaiah,Briscoe,Isaiah Briscoe,PG,73.25,6' 1.25'',74.75,6' 2.75'',222.4,81.0,6' 9'',99.5,8' 3.5'',11.0,9.0,9.25,28.0,33.5,10.95,2.85,3.38,11.0,isaiah-briscoe,2017,isaiah-briscoe,3936294,Kentucky,26,764,0.07,1421,1.34,0.64,5.82,14.89
91,153,2019,1629052,O'Shae,Brissett,O'Shae Brissett,SF-PF,79.0,6' 7'',80.0,6' 8'',203.2,84.0,7' 0'',104.0,8' 8'',2.9,9.0,9.5,34.0,37.5,11.3,3.18,3.48,11.0,oshae-brissett,2019,oshae-brissett,4278031,Syracuse,31,1014,0.76,1711,1.81,3.63,8.27,20.79
92,154,2016,1627763,Malcolm,Brogdon,Malcolm Brogdon,SG,75.75,6' 3.75'',77.5,6' 5.5'',223.0,82.5,6' 10.5'',98.0,8' 2'',5.4,9.0,10.25,30.5,35.5,10.77,2.64,3.31,,malcolm-brogdon,2016,malcolm-brogdon,56119,Virginia,33,1122,0.29,1721,1.68,0.69,2.13,14.95
93,155,2007,201166,Aaron,Brooks,Aaron Brooks,PG,70.0,5' 10'',71.75,5' 11.75'',161.0,76.0,6' 4'',94.0,7' 10'',2.7,,,32.5,39.5,10.57,,3.2,6.0,aaron-brooks,2007,aaron-brooks,15304,Oregon,22,832,0.07,1391,2.08,0.52,3.18,13.59
94,156,2011,202705,Marshon,Brooks,Marshon Brooks,SG,76.25,6' 4.25'',77.25,6' 5.25'',194.6,85.0,7' 1'',101.0,8' 5'',5.2,9.0,10.5,34.0,38.5,10.74,,3.09,5.0,marshon-brooks,2011,marshon-brooks,36162,Providence,23,843,1.44,1527,2.42,2.86,7.11,14.0
95,157,2017,1628415,Dillon,Brooks,Dillon Brooks,SG-SF,77.0,6' 5'',78.0,6' 6'',220.2,78.0,6' 6'',100.5,8' 4.5'',7.5,8.25,9.25,31.0,37.5,11.14,3.24,3.21,16.0,dillon-brooks,2017,dillon-brooks,3155526,Oregon,27,653,0.7,1147,2.79,1.88,5.46,10.58
96,165,2006,200787,Denham,Brown,Denham Brown,SG-SF,76.0,6' 4'',77.0,6' 5'',218.0,81.5,6' 9.5'',102.5,8' 6.5'',9.0,,,28.0,34.5,11.42,,3.25,12.0,denham-brown,2006,denham-brown,11223,UConn,27,619,0.71,1126,1.95,1.43,7.27,13.63
97,166,2007,201628,Bobby,Brown,Bobby Brown,PG,71.0,5' 11'',73.75,6' 1.75'',170.0,76.0,6' 4'',95.5,7' 11.5'',6.6,,,32.5,41.0,11.27,,3.25,3.0,bobby-brown,2007,bobby-brown,18318,CSU Fullerton,3,102,1.07,187,0.53,0.0,1.05,11.76
98,168,2009,201974,Derrick,Brown,Derrick Brown,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',224.6,86.5,7' 2.5'',107.5,8' 11.5'',8.6,,,30.5,35.5,11.26,,3.13,20.0,derrick-brown,2009,derrick-brown,26936,Xavier,30,889,2.32,1506,1.39,2.85,11.27,14.59
99,169,2012,12458,J'Covan,Brown,J'Covan Brown,PG,73.0,6' 1'',74.25,6' 2.25'',202.4,77.25,6' 5.25'',96.0,8' 0'',12.5,7.75,8.25,26.0,29.5,11.68,,3.47,3.0,jcovan-brown,2012,jcovan-brown,41880,Texas,12,404,0.14,693,2.02,0.27,3.87,8.96
100,170,2013,203485,Lorenzo,Brown,Lorenzo Brown,PG,76.0,6' 4'',77.25,6' 5.25'',189.2,79.0,6' 7'',100.0,8' 4'',3.95,8.25,8.5,28.0,34.0,11.78,3.24,3.4,8.0,lorenzo-brown,2013,lorenzo-brown,45537,NC State,6,198,0.3,338,3.84,0.53,1.39,11.08
101,173,2014,203913,Jabari,Brown,Jabari Brown,SG,75.0,6' 3'',76.25,6' 4.25'',201.9,80.25,6' 8.25'',100.0,8' 4'',6.05,9.0,9.25,28.0,32.0,11.6,3.26,3.5,,jabari-brown,2014,jabari-brown,56698,Missouri,30,1110,0.27,1843,0.98,0.41,2.03,11.56
102,174,2014,203900,Markel,Brown,Markel Brown,SG,74.5,6' 2.5'',75.5,6' 3.5'',184.4,80.75,6' 8.75'',100.0,8' 4'',4.2,8.25,9.75,36.5,43.5,12.62,2.9,3.18,,markel-brown,2014,markel-brown,51493,Oklahoma State,32,1137,1.42,1971,1.62,3.24,3.68,14.33
103,175,2014,203938,Alec,Brown,Alec Brown,PF,84.25,7' 0.25'',85.25,7' 1.25'',231.2,85.5,7' 1.5'',109.0,9' 1'',7.7,9.25,8.75,27.0,30.0,12.05,2.91,3.48,,alec-brown,2014,alec-brown,51135,Green Bay,27,821,0.64,1412,0.99,10.74,9.8,13.57
104,176,2015,1626148,Anthony,Brown,Anthony Brown,SF-SG,77.75,6' 5.75'',79.25,6' 7.25'',211.0,83.0,6' 11'',104.5,8' 8.5'',6.1,8.5,9.0,27.5,34.5,10.94,3.29,3.18,4.0,anthony-brown,2015,anthony-brown,51361,Stanford,35,1250,0.39,2073,1.25,0.61,4.14,21.02
105,177,2016,1627759,Jaylen,Brown,Jaylen Brown,SG-SF,77.25,6' 5.25'',78.75,6' 6.75'',222.8,83.75,6' 11.75'',102.5,8' 6.5'',5.05,8.75,9.0,,,,,,,jaylen-brown,2016,jaylen-brown,3917376,California,33,922,1.32,1587,1.7,2.24,4.93,18.5
106,178,2019,1629650,Moses,Brown,Moses Brown,C,85.25,7' 1.25'',86.5,7' 2.5'',237.2,88.75,7' 4.75'',113.0,9' 5'',7.8,9.5,10.25,27.0,31.0,11.95,3.3,3.51,,moses-brown,2019,moses-brown,4397126,UCLA,30,716,4.99,1321,1.44,7.93,16.59,22.76
107,180,2018,1628973,Jalen,Brunson,Jalen Brunson,PG,73.0,6' 1'',74.25,6' 2.25'',198.4,76.0,6' 4'',96.0,8' 0'',6.7,8.25,9.25,29.0,37.0,10.59,3.11,3.15,7.0,jalen-brunson,2018,jalen-brunson,3934672,Villanova,33,1053,0.38,1857,1.51,0.1,1.31,11.26
108,182,2017,1628418,Thomas,Bryant,Thomas Bryant,PF-C,81.5,6' 9.5'',82.75,6' 10.75'',247.8,90.0,7' 6'',112.5,9' 4.5'',9.4,9.5,10.25,25.5,33.0,11.42,3.12,3.37,7.0,thomas-bryant,2017,thomas-bryant,3934723,Indiana,33,932,2.03,1629,1.53,5.83,10.61,18.37
109,183,2006,12125,Brad,Buckman,Brad Buckman,PF,79.25,6' 7.25'',80.75,6' 8.75'',238.0,84.0,7' 0'',107.5,8' 11.5'',10.5,,,25.5,30.5,12.26,,3.54,10.0,brad-buckman,2006,brad-buckman,12257,Texas,28,757,0.87,1265,1.97,7.07,13.53,18.99
110,184,2009,201978,Chase,Budinger,Chase Budinger,SF-SG,78.25,6' 6.25'',79.0,6' 7'',206.4,79.0,6' 7'',101.0,8' 5'',10.0,,,29.5,38.5,11.08,,3.24,10.0,chase-budinger,2009,chase-budinger,31642,Arizona,19,724,1.51,1190,2.27,1.17,6.06,14.92
111,185,2012,203733,William,Buford,William Buford,SG-SF,76.0,6' 4'',77.0,6' 5'',214.6,81.5,6' 9.5'',102.0,8' 6'',11.3,8.75,10.0,27.5,32.5,11.4,,3.43,8.0,william-buford,2012,william-buford,41744,Ohio State,10,328,0.53,569,1.58,0.71,4.23,15.1
112,186,2013,203493,Reggie,Bullock,Reggie Bullock,SG-SF,77.75,6' 5.75'',79.0,6' 7'',199.8,80.75,6' 8.75'',102.0,8' 6'',6.95,8.5,9.0,31.0,36.5,11.33,3.3,3.31,11.0,reggie-bullock,2013,reggie-bullock,51384,North Carolina,7,228,0.0,400,2.5,2.4,6.3,17.7
113,188,2013,203504,Trey,Burke,Trey Burke,PG,71.75,5' 11.75'',73.25,6' 1.25'',187.0,77.5,6' 5.5'',97.5,8' 1.5'',6.9,8.25,8.75,29.5,36.5,11.2,3.01,3.16,3.0,trey-burke,2013,trey-burke,56670,Michigan,5,178,0.68,293,1.36,0.63,4.49,7.02
114,190,2011,202692,Alec,Burks,Alec Burks,SG,77.0,6' 5'',78.0,6' 6'',192.6,82.0,6' 10'',103.5,8' 7.5'',5.1,9.0,8.25,29.0,36.0,10.96,,3.17,5.0,alec-burks,2011,alec-burks,46086,Colorado,26,789,1.47,1363,2.13,0.9,10.48,16.44
115,191,2008,201868,Stanley,Burrell,Stanley Burrell,PG,73.5,6' 1.5'',74.5,6' 2.5'',201.0,78.25,6' 6.25'',97.5,8' 1.5'',5.6,,,29.5,34.5,11.19,,3.19,21.0,stanley-burrell,2008,stanley-burrell,22183,Xavier,32,1005,0.0,1657,1.39,0.35,1.95,6.73
116,192,2014,203907,Deonte,Burton,Deonte Burton,PG,72.0,6' 0'',73.25,6' 1.25'',192.8,79.0,6' 7'',97.5,8' 1.5'',7.65,8.25,8.0,29.0,39.5,11.28,3.08,3.28,,deonte-burton,2014,deonte-burton,51797,Nevada,29,1124,0.81,1841,2.28,1.33,1.4,12.65
117,192,2014,203907,Deonte,Burton,Deonte Burton,PG,72.0,6' 0'',73.25,6' 1.25'',192.8,79.0,6' 7'',97.5,8' 1.5'',7.65,8.25,8.0,29.0,39.5,11.28,3.08,3.28,,deonte-burton,2014,deonte-burton,66167,Marquette,28,360,0.83,603,5.47,3.96,11.71,12.46
118,193,2008,12242,Brian,Butch,Brian Butch,C-PF,81.5,6' 9.5'',83.0,6' 11'',229.6,83.25,6' 11.25'',108.0,9' 0'',10.8,,,24.0,26.5,11.87,,3.52,9.0,brian-butch,2008,brian-butch,15155,Wisconsin,32,784,0.89,1230,1.54,4.07,12.75,23.44
119,197,2008,12243,Jamar,Butler,Jamar Butler,PG,72.25,6' 0.25'',73.5,6' 1.5'',182.0,76.75,6' 4.75'',97.0,8' 1'',6.0,,,,,,,,15.0,jamar-butler,2008,jamar-butler,22395,Ohio State,27,1013,0.0,1632,2.27,0.11,1.22,8.53
120,198,2011,202710,Jimmy,Butler,Jimmy Butler,SF,78.0,6' 6'',79.75,6' 7.75'',222.2,79.5,6' 7.5'',101.5,8' 5.5'',5.4,9.0,9.0,32.0,39.0,11.12,,3.15,14.0,jimmy-butler,2011,jimmy-butler,41080,Marquette,27,939,0.93,1614,2.29,1.01,9.28,14.06
121,200,2008,12244,Pat,Calathes,Pat Calathes,SF-PF,80.75,6' 8.75'',81.75,6' 9.75'',204.0,81.75,6' 9.75'',106.0,8' 10'',7.3,,,,,,,,7.0,pat-calathes,2008,pat-calathes,22355,Saint Joseph's,28,938,0.72,1536,2.28,4.73,8.39,21.43
122,201,2013,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,SG,76.5,6' 4.5'',77.5,6' 5.5'',203.6,80.0,6' 8'',100.5,8' 4.5'',6.45,8.5,9.0,29.0,34.5,10.6,3.2,3.12,7.0,kentavious-caldwell-pope,2013,kentavious-caldwell-pope,56346,Georgia,19,650,0.96,1046,4.49,2.24,4.08,23.26
123,204,2013,203477,Isaiah,Canaan,Isaiah Canaan,PG,71.0,5' 11'',72.0,6' 0'',188.4,76.5,6' 4.5'',94.5,7' 10.5'',5.9,8.25,9.5,33.0,40.5,10.98,2.89,3.22,16.0,isaiah-canaan,2013,isaiah-canaan,45836,Murray State,22,791,0.22,1335,2.47,0.4,1.95,9.09
124,205,2006,12126,Nik,Caner-Medley,Nik Caner-Medley,SF,78.5,6' 6.5'',80.0,6' 8'',234.0,81.0,6' 9'',103.0,8' 7'',9.6,,,28.5,35.5,10.57,,3.21,17.0,nik-caner-medley,2006,nik-caner-medley,10949,Maryland,27,891,0.95,1692,1.89,1.55,7.86,14.87
125,207,2010,202382,Derrick,Caracter,Derrick Caracter,PF,80.25,6' 8.25'',81.5,6' 9.5'',280.0,84.25,7' 0.25'',107.5,8' 11.5'',12.8,9.0,10.25,25.0,30.5,12.78,,3.61,22.0,derrick-caracter,2010,derrick-caracter,32008,UTEP,15,405,0.28,705,1.99,4.29,12.07,20.95
126,208,2013,203478,Jackie,Carmichael,Jackie Carmichael,PF,79.5,6' 7.5'',81.0,6' 9'',241.2,85.5,7' 1.5'',107.0,8' 11'',5.8,9.0,10.25,30.0,32.0,11.83,3.07,3.35,13.0,jackie-carmichael,2013,jackie-carmichael,46032,Illinois State,26,793,2.22,1396,1.79,7.18,11.71,28.33
127,209,2006,200760,Rodney,Carney,Rodney Carney,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',204.0,82.0,6' 10'',103.5,8' 7.5'',5.3,,,32.0,38.5,10.57,,3.06,10.0,rodney-carney,2006,rodney-carney,10987,Memphis,32,861,2.91,1613,2.54,2.93,6.57,11.92
128,210,2018,1628974,Tony,Carr,Tony Carr,PG,75.0,6' 3'',76.5,6' 4.5'',198.8,80.25,6' 8.25'',100.0,8' 4'',6.5,8.5,9.75,25.0,31.5,11.89,3.4,3.17,0.0,tony-carr,2018,tony-carr,4066404,Penn State,36,1282,0.14,2175,1.33,0.93,3.3,14.56
129,213,2009,201960,DeMarre,Carroll,DeMarre Carroll,PF-SF,78.25,6' 6.25'',79.75,6' 7.75'',207.2,82.0,6' 10'',105.0,8' 9'',6.3,,,,,,,,,demarre-carroll,2009,demarre-carroll,22107,Missouri,32,899,0.61,1641,3.11,2.28,10.23,20.76
130,214,2007,201469,Russell,Carter,Russell Carter,SG,75.0,6' 3'',76.5,6' 4.5'',221.0,80.5,6' 8.5'',97.5,8' 1.5'',6.0,,,33.0,38.5,11.61,,3.29,25.0,russell-carter,2007,russell-carter,15410,Notre Dame,19,592,1.63,1044,2.58,1.31,5.55,13.38
131,215,2018,1628975,Jevon,Carter,Jevon Carter,PG,72.25,6' 0.25'',73.5,6' 1.5'',196.2,76.25,6' 4.25'',95.0,7' 11'',4.15,9.25,8.5,29.0,36.5,11.04,3.05,3.18,14.0,jevon-carter,2018,jevon-carter,3133635,West Virginia,33,1174,0.1,2078,4.67,1.24,2.81,13.9
132,217,2013,203487,Michael,Carter-Williams,Michael Carter-Williams,PG,76.75,6' 4.75'',77.75,6' 5.75'',184.4,79.25,6' 7.25'',101.0,8' 5'',4.4,7.5,8.5,31.5,41.0,10.68,3.7,3.22,8.0,michael-carter-williams,2013,michael-carter-williams,56995,Syracuse,6,209,1.41,353,5.09,1.78,5.86,12.3
133,219,2015,1626161,Willie,Cauley-Stein,Willie Cauley-Stein,C,83.25,6' 11.25'',84.5,7' 0.5'',242.4,87.0,7' 3'',111.0,9' 3'',6.3,9.5,9.0,,,,,,,willie-cauley-stein,2015,willie-cauley-stein,61842,Kentucky,32,816,4.39,1320,3.26,6.88,12.55,20.12
134,225,2020,1630213,Yoeli,Childs,Yoeli Childs,PF,78.0,6'6.00'',79.0,6'7.00'',226.4,83.5,6'11.50'',106.0,8'10.00'',8.2,8.75,10.0,34.0,38.5,10.87,2.42,3.22,,yoeli-childs,2020,yoeli-childs,4066656,BYU,18,520,2.45,897,1.34,3.27,8.71,29.91
135,226,2016,1627737,Marquese,Chriss,Marquese Chriss,PF,80.75,6' 8.75'',82.0,6' 10'',233.0,84.25,7' 0.25'',105.0,8' 9'',8.5,9.0,9.0,32.5,38.5,11.93,3.05,3.26,,marquese-chriss,2016,marquese-chriss,3907487,Washington,33,826,3.2,1624,1.91,5.77,10.88,13.08
136,227,2009,12275,Dionte,Christmas,Dionte Christmas,SG,76.25,6' 4.25'',77.5,6' 5.5'',210.8,81.0,6' 9'',102.5,8' 6.5'',7.1,,,27.0,33.5,10.83,,3.21,3.0,dionte-christmas,2009,dionte-christmas,27331,Temple,21,746,0.24,1241,2.82,0.41,3.65,15.04
137,228,2015,1626176,Rakeem,Christmas,Rakeem Christmas,PF-C,80.25,6' 8.25'',81.75,6' 9.75'',242.6,89.25,7' 5.25'',110.5,9' 2.5'',9.6,9.25,9.0,29.0,32.0,11.6,3.3,3.47,9.0,rakeem-christmas,2015,rakeem-christmas,56996,Syracuse,30,1027,2.68,1713,1.63,8.47,10.9,21.72
138,230,2014,203902,Semaj,Christon,Semaj Christon,PG,73.5,6' 1.5'',75.25,6' 3.25'',186.0,78.5,6' 6.5'',99.0,8' 3'',5.25,8.5,8.25,30.5,36.5,11.55,3.21,3.32,,semaj-christon,2014,semaj-christon,61188,Xavier,30,1073,0.62,1785,2.41,0.86,1.89,7.71
139,233,2009,201947,Earl,Clark,Earl Clark,SF-PF,80.5,6' 8.5'',82.25,6' 10.25'',228.4,86.5,7' 2.5'',109.5,9' 1.5'',5.2,,,28.5,33.0,11.17,,3.35,5.0,earl-clark,2009,earl-clark,32006,Louisville,30,1026,1.0,1799,1.95,4.38,9.23,21.18
140,234,2019,1629634,Brandon,Clarke,Brandon Clarke,SF,79.25,6' 7.25'',80.25,6' 8.25'',207.2,80.25,6' 8.25'',102.0,8' 6'',4.9,8.25,9.5,34.0,40.5,10.61,3.05,3.15,10.0,brandon-clarke,2019,brandon-clarke,3906665,Gonzaga,31,847,2.94,1530,2.35,11.3,15.56,20.97
141,235,2014,203903,Jordan,Clarkson,Jordan Clarkson,PG,75.25,6' 3.25'',77.0,6' 5'',186.3,80.0,6' 8'',98.0,8' 2'',4.3,8.25,9.0,33.0,38.5,10.76,2.98,3.28,,jordan-clarkson,2014,jordan-clarkson,51323,Missouri,30,1053,0.4,1748,1.89,0.33,3.07,10.48
142,237,2019,1629651,Nicolas,Claxton,Nicolas Claxton,C,82.0,6' 10'',83.75,6' 11.75'',216.6,86.5,7' 2.5'',110.0,9' 2'',4.5,9.25,9.5,31.5,36.5,11.26,3.47,3.36,8.0,nicolas-claxton,2019,nicolas-claxton,4278067,Georgia,32,1011,2.17,1799,1.89,7.97,9.22,22.88
143,239,2013,12524,Will,Clyburn,Will Clyburn,SF-SG,77.75,6' 5.75'',79.0,6' 7'',210.4,84.25,7' 0.25'',105.0,8' 9'',6.85,9.25,10.25,28.0,34.5,11.68,3.12,3.38,3.0,will-clyburn,2013,will-clyburn,51923,Iowa State,20,610,1.55,1098,1.64,1.89,8.5,19.6
144,240,2011,202708,Norris,Cole,Norris Cole,PG,72.25,6' 0.25'',73.75,6' 1.75'',174.4,74.25,6' 2.25'',95.5,7' 11.5'',4.7,8.5,9.5,29.5,38.5,10.07,,3.22,11.0,norris-cole,2011,norris-cole,37147,Cleveland State,26,949,0.38,1581,3.79,0.35,2.71,18.9
145,244,2006,200776,Mardy,Collins,Mardy Collins,PG-SG,76.25,6' 4.25'',77.5,6' 5.5'',224.0,82.0,6' 10'',103.0,8' 7'',10.0,,,31.5,37.5,12.0,,3.27,9.0,mardy-collins,2006,mardy-collins,12299,Temple,10,375,1.33,603,3.64,1.24,3.23,13.87
146,245,2007,12207,Coleman,Collins,Coleman Collins,PF,80.0,6' 8'',81.75,6' 9.75'',236.0,86.0,7' 2'',107.0,8' 11'',6.2,,,30.0,35.0,11.47,,,21.0,coleman-collins,2007,coleman-collins,15438,Virginia Tech,23,587,2.67,973,0.82,4.45,8.24,15.75
147,246,2010,202395,Sherron,Collins,Sherron Collins,PG,70.25,5' 10.25'',71.75,5' 11.75'',217.2,74.5,6' 2.5'',94.0,7' 10'',9.2,8.5,9.5,27.5,33.0,12.31,,3.24,,sherron-collins,2010,sherron-collins,31788,Kansas,34,1114,0.0,1953,1.95,0.18,0.69,6.02
148,247,2017,1628381,John,Collins,John Collins,PF,80.25,6' 8.25'',81.5,6' 9.5'',225.2,83.25,6' 11.25'',106.5,8' 10.5'',5.4,9.0,10.0,33.0,37.5,11.66,3.27,3.27,15.0,john-collins,2017,john-collins,3908845,Wake Forest,32,842,3.75,1520,1.32,6.8,18.08,28.1
149,248,2017,1628380,Zach,Collins,Zach Collins,PF-C,82.25,6' 10.25'',84.0,7' 0'',232.2,85.0,7' 1'',111.0,9' 3'',8.9,8.75,9.25,,,,,,,zach-collins,2017,zach-collins,4066650,Gonzaga,29,497,1.58,886,1.47,8.67,11.86,24.64
150,250,2009,201954,Darren,Collison,Darren Collison,PG,72.25,6' 0.25'',73.5,6' 1.5'',166.2,75.0,6' 3'',96.5,8' 0.5'',5.7,,,30.5,33.5,10.45,,3.1,9.0,darren-collison,2009,darren-collison,26892,UCLA,32,1011,0.36,1671,2.99,0.54,2.25,9.12
151,251,2007,201144,Mike,Conley,Mike Conley,PG,71.0,5' 11'',72.75,6' 0.75'',175.0,77.75,6' 5.75'',94.5,7' 10.5'',4.2,,,35.5,40.5,11.63,,3.09,13.0,mike-conley,2007,mike-conley,31544,Ohio State,3,78,0.0,131,5.31,1.37,1.75,17.39
152,252,2015,1626192,Pat,Connaughton,Pat Connaughton,SG,76.0,6' 4'',77.25,6' 5.25'',215.0,80.0,6' 8'',96.0,8' 0'',10.2,8.5,9.25,37.5,44.0,10.58,3.08,3.2,13.0,pat-connaughton,2015,pat-connaughton,56170,Notre Dame,33,1154,0.48,1867,1.18,2.49,4.47,21.87
153,256,2007,201161,Daequan,Cook,Daequan Cook,SG,75.0,6' 3'',77.75,6' 5.75'',203.0,80.25,6' 8.25'',101.5,8' 5.5'',7.0,,,30.0,34.5,11.12,,3.22,4.0,daequan-cook,2007,daequan-cook,31547,Ohio State,29,600,1.1,1001,2.3,1.44,5.3,24.19
154,257,2015,1626188,Quinn,Cook,Quinn Cook,PG,72.25,6' 0.25'',74.0,6' 2'',179.0,76.0,6' 4'',96.5,8' 0.5'',6.7,7.5,8.75,24.5,31.0,11.44,3.41,3.38,14.0,quinn-cook,2015,quinn-cook,56113,Duke,29,1056,0.0,1771,1.58,0.09,1.28,9.37
155,258,2016,1627765,Elgin,Cook,Elgin Cook,SF,77.0,6' 5'',78.25,6' 6.25'',209.8,82.0,6' 10'',100.5,8' 4.5'',6.35,8.5,10.25,,,,,,,elgin-cook,2016,elgin-cook,66209,Oregon,34,1078,0.95,1900,2.74,1.17,6.25,13.45
156,259,2019,1629076,Tyler,Cook,Tyler Cook,PF,79.25,6' 7.25'',80.75,6' 8.75'',245.4,84.5,7' 0.5'',106.5,8' 10.5'',6.1,9.5,10.75,27.5,32.0,11.32,3.1,3.28,11.0,tyler-cook,2019,tyler-cook,4066367,Iowa,27,829,2.75,1453,1.44,1.91,8.77,22.33
157,265,2010,202326,DeMarcus,Cousins,DeMarcus Cousins,C,81.5,6' 9.5'',82.75,6' 10.75'',291.8,89.75,7' 5.75'',113.0,9' 5'',16.4,9.25,10.0,23.5,27.5,11.4,,3.55,,demarcus-cousins,2010,demarcus-cousins,45882,Kentucky,32,738,3.74,1311,2.14,7.63,23.29,28.88
158,266,2016,1627766,Isaiah,Cousins,Isaiah Cousins,PG,75.25,6' 3.25'',76.5,6' 4.5'',194.0,78.25,6' 6.25'',98.5,8' 2.5'',4.8,8.25,8.75,30.5,37.0,10.79,2.97,3.24,,isaiah-cousins,2016,isaiah-cousins,61662,Oklahoma,29,980,0.4,1762,2.5,0.7,2.87,13.28
159,267,2007,12208,Ryvon,Covile,Ryvon Covile,C-PF,79.0,6' 7'',80.5,6' 8.5'',250.0,85.25,7' 1.25'',107.5,8' 11.5'',8.0,,,25.0,30.5,12.52,,3.37,19.0,ryvon-covile,2007,ryvon-covile,12852,Detroit Mercy,6,182,1.08,276,1.08,3.86,11.86,35.96
160,268,2013,203496,Robert,Covington,Robert Covington,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',208.6,85.75,7' 1.75'',106.0,8' 10'',4.7,9.0,8.5,29.5,36.0,11.69,3.1,3.34,9.0,robert-covington,2013,robert-covington,47005,Tennessee State,10,291,0.76,528,4.17,6.24,10.75,24.37
161,269,2013,203459,Allen,Crabbe,Allen Crabbe,SG,77.25,6' 5.25'',78.25,6' 6.25'',197.4,83.25,6' 11.25'',103.5,8' 7.5'',4.65,8.25,8.5,30.5,36.0,10.67,3.1,3.32,10.0,allen-crabbe,2013,allen-crabbe,51022,California,13,475,0.5,798,1.63,1.71,3.61,15.08
162,270,2014,203905,Aaron,Craft,Aaron Craft,PG,72.75,6' 0.75'',73.75,6' 1.75'',191.6,74.0,6' 2'',94.5,7' 10.5'',6.1,7.75,8.5,29.0,32.0,10.78,2.9,3.26,,aaron-craft,2014,aaron-craft,51402,Ohio State,27,940,0.0,1551,4.77,0.35,0.95,11.07
